"asset_id","local_path","role","contexts","exists","width","height","format","alt_recorded","caption_recorded","rights_metadata_complete","issue_codes","highest_severity","status","owner","evidence"
"dest-patagonia-gallery-3","media/destinations/patagonia/gallery-3.jpg","gallery","destination:patagonia:gallery","yes","2560","1387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-patagonia-glaciers-hero","media/tours/patagonia-glaciers/hero.jpg","hero","gallery:patagonia-glaciers-4;literal:src/components/about/DesignSystemShowcase.tsx;literal:src/lib/tour-card-fallback-image.ts;tour:patagonia-glaciers:gallery;tour:patagonia-glaciers:hero","yes","2560","1097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-patagonia-glaciers-gallery-1","media/tours/patagonia-glaciers/gallery-1.jpg","gallery","gallery:patagonia-glaciers-0;tour:patagonia-glaciers:gallery","yes","800","600","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-patagonia-glaciers-gallery-2","media/tours/patagonia-glaciers/gallery-2.jpg","gallery","gallery:patagonia-glaciers-1;tour:patagonia-glaciers:gallery","yes","2276","2184","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-patagonia-glaciers-gallery-3","media/tours/patagonia-glaciers/gallery-3.jpg","gallery","gallery:patagonia-glaciers-2;tour:patagonia-glaciers:gallery","yes","2560","1753","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-patagonia-glaciers-gallery-4","media/tours/patagonia-glaciers/gallery-4.jpg","gallery","gallery:patagonia-glaciers-3;tour:patagonia-glaciers:gallery","yes","2000","1333","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-buenos-aires-tango-hero","media/tours/buenos-aires-tango/hero.jpg","hero","gallery:buenos-aires-tango-4;literal:src/lib/tour-card-fallback-image.ts;tour:buenos-aires-tango:gallery;tour:buenos-aires-tango:hero","yes","2340","4160","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-buenos-aires-tango-gallery-1","media/tours/buenos-aires-tango/gallery-1.jpg","gallery","gallery:buenos-aires-tango-0;tour:buenos-aires-tango:gallery","yes","1920","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-buenos-aires-tango-gallery-2","media/tours/buenos-aires-tango/gallery-2.jpg","gallery","gallery:buenos-aires-tango-1;tour:buenos-aires-tango:gallery","yes","1920","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-buenos-aires-tango-gallery-3","media/tours/buenos-aires-tango/gallery-3.jpg","gallery","gallery:buenos-aires-tango-2;tour:buenos-aires-tango:gallery","yes","2560","1047","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-buenos-aires-tango-gallery-4","media/tours/buenos-aires-tango/gallery-4.jpg","gallery","gallery:buenos-aires-tango-3;tour:buenos-aires-tango:gallery","yes","958","1434","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-mendoza-wine-hero","media/tours/mendoza-wine/hero.jpg","hero","gallery:mendoza-wine-4;literal:src/lib/tour-card-fallback-image.ts;tour:mendoza-wine:gallery;tour:mendoza-wine:hero","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-mendoza-wine-gallery-1","media/tours/mendoza-wine/gallery-1.jpg","gallery","gallery:mendoza-wine-0;tour:mendoza-wine:gallery","yes","3264","2448","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-mendoza-wine-gallery-2","media/tours/mendoza-wine/gallery-2.jpg","gallery","gallery:mendoza-wine-1;tour:mendoza-wine:gallery","yes","2560","805","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-mendoza-wine-gallery-3","media/tours/mendoza-wine/gallery-3.jpg","gallery","gallery:mendoza-wine-2;tour:mendoza-wine:gallery","yes","2304","1188","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-mendoza-wine-gallery-4","media/tours/mendoza-wine/gallery-4.jpg","gallery","gallery:mendoza-wine-3;tour:mendoza-wine:gallery","yes","2304","1728","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-iguazu-falls-hero","media/tours/iguazu-falls/hero.jpg","hero","gallery:iguazu-falls-4;literal:src/lib/tour-card-fallback-image.ts;tour:iguazu-falls:gallery;tour:iguazu-falls:hero","yes","1600","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-iguazu-falls-gallery-1","media/tours/iguazu-falls/gallery-1.jpg","gallery","gallery:iguazu-falls-0;tour:iguazu-falls:gallery","yes","2560","1709","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-iguazu-falls-gallery-2","media/tours/iguazu-falls/gallery-2.jpg","gallery","gallery:iguazu-falls-1;tour:iguazu-falls:gallery","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-iguazu-falls-gallery-3","media/tours/iguazu-falls/gallery-3.jpg","gallery","gallery:iguazu-falls-2;tour:iguazu-falls:gallery","yes","2560","552","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-iguazu-falls-gallery-4","media/tours/iguazu-falls/gallery-4.jpg","gallery","gallery:iguazu-falls-3;tour:iguazu-falls:gallery","yes","2560","1701","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-salta-northwest-hero","media/tours/salta-northwest/hero.jpg","hero","gallery:salta-northwest-4;literal:src/lib/tour-card-fallback-image.ts;tour:salta-northwest:gallery;tour:salta-northwest:hero","yes","3648","2736","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-salta-northwest-gallery-1","media/tours/salta-northwest/gallery-1.jpg","gallery","gallery:salta-northwest-0;tour:salta-northwest:gallery","yes","2304","1188","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-salta-northwest-gallery-2","media/tours/salta-northwest/gallery-2.jpg","gallery","gallery:salta-northwest-1;tour:salta-northwest:gallery","yes","2560","1920","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-salta-northwest-gallery-3","media/tours/salta-northwest/gallery-3.jpg","gallery","gallery:salta-northwest-2;tour:salta-northwest:gallery","yes","2560","1920","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-salta-northwest-gallery-4","media/tours/salta-northwest/gallery-4.jpg","gallery","gallery:salta-northwest-3;tour:salta-northwest:gallery","yes","2304","1728","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-ushuaia-end-of-world-hero","media/tours/ushuaia-end-of-world/hero.jpg","hero","gallery:ushuaia-end-of-world-4;literal:src/lib/tour-card-fallback-image.ts;tour:ushuaia-end-of-world:gallery;tour:ushuaia-end-of-world:hero","yes","2560","1387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-ushuaia-end-of-world-gallery-1","media/tours/ushuaia-end-of-world/gallery-1.jpg","gallery","gallery:ushuaia-end-of-world-0;tour:ushuaia-end-of-world:gallery","yes","1620","1080","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-ushuaia-end-of-world-gallery-2","media/tours/ushuaia-end-of-world/gallery-2.jpg","gallery","gallery:ushuaia-end-of-world-1;tour:ushuaia-end-of-world:gallery","yes","900","735","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-ushuaia-end-of-world-gallery-3","media/tours/ushuaia-end-of-world/gallery-3.jpg","gallery","gallery:ushuaia-end-of-world-2;tour:ushuaia-end-of-world:gallery","yes","1024","768","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-ushuaia-end-of-world-gallery-4","media/tours/ushuaia-end-of-world/gallery-4.jpg","gallery","gallery:ushuaia-end-of-world-3;tour:ushuaia-end-of-world:gallery","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-bariloche-lakes-hero","media/tours/bariloche-lakes/hero.jpg","hero","gallery:bariloche-lakes-4;literal:src/lib/tour-card-fallback-image.ts;tour:bariloche-lakes:gallery;tour:bariloche-lakes:hero","yes","1190","803","jpeg","yes","yes","yes","hero_resolution","medium","review_required","Media editor","var/ops/media-rights-readiness.json"
"tour-bariloche-lakes-gallery-1","media/tours/bariloche-lakes/gallery-1.jpg","gallery","gallery:bariloche-lakes-0;tour:bariloche-lakes:gallery","yes","1366","599","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-bariloche-lakes-gallery-2","media/tours/bariloche-lakes/gallery-2.jpg","gallery","gallery:bariloche-lakes-1;tour:bariloche-lakes:gallery","yes","2560","1726","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-bariloche-lakes-gallery-3","media/tours/bariloche-lakes/gallery-3.jpg","gallery","gallery:bariloche-lakes-2;tour:bariloche-lakes:gallery","yes","1792","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-bariloche-lakes-gallery-4","media/tours/bariloche-lakes/gallery-4.jpg","gallery","gallery:bariloche-lakes-3;tour:bariloche-lakes:gallery","yes","800","600","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-fitz-roy-trek-hero","media/tours/fitz-roy-trek/hero.jpg","hero","gallery:fitz-roy-trek-4;literal:src/lib/tour-card-fallback-image.ts;tour:fitz-roy-trek:gallery;tour:fitz-roy-trek:hero","yes","1440","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-fitz-roy-trek-gallery-1","media/tours/fitz-roy-trek/gallery-1.jpg","gallery","gallery:fitz-roy-trek-0;tour:fitz-roy-trek:gallery","yes","2560","1563","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-fitz-roy-trek-gallery-2","media/tours/fitz-roy-trek/gallery-2.jpg","gallery","gallery:fitz-roy-trek-1;tour:fitz-roy-trek:gallery","yes","2560","1097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-fitz-roy-trek-gallery-3","media/tours/fitz-roy-trek/gallery-3.jpg","gallery","gallery:fitz-roy-trek-2;tour:fitz-roy-trek:gallery","yes","1366","599","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"tour-fitz-roy-trek-gallery-4","media/tours/fitz-roy-trek/gallery-4.jpg","gallery","gallery:fitz-roy-trek-3;tour:fitz-roy-trek:gallery","yes","2560","1387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-best-time-to-visit-argentina","media/blog/best-time-to-visit-argentina/hero.jpg","hero","blog:argentina-tourist-visa-2026:card;blog:argentina-tourist-visa-2026:hero;blog:best-time-to-visit-argentina:card;blog:best-time-to-visit-argentina:hero;literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts","yes","3000","1687","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-argentinian-steak-guide","media/blog/argentinian-steak-guide/hero.jpg","hero","blog:argentinian-steak-guide:card;blog:argentinian-steak-guide:hero;literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-tango-beginners-guide","media/blog/tango-beginners-guide/hero.jpg","hero","blog:buenos-aires-бюджет:card;blog:buenos-aires-бюджет:hero;blog:tango-beginners-guide:card;blog:tango-beginners-guide:hero;literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts","yes","5760","3840","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-patagonia-packing-list","media/blog/patagonia-packing-list/hero.jpg","hero","blog:patagonia-camping:card;blog:patagonia-camping:hero;blog:patagonia-packing-list:card;blog:patagonia-packing-list:hero;blog:patagonia-аренда-авто:card;blog:patagonia-аренда-авто:hero;literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts","yes","4032","3024","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-patagonia-whale-watching","media/blog/patagonia-whale-watching/hero.jpg","hero","blog:patagonia-whale-watching:card;blog:patagonia-whale-watching:hero;blog:patagonia-авиабилеты:card;blog:patagonia-авиабилеты:hero;blog:patagonia-за-10-дней:card;blog:patagonia-за-10-дней:hero;blog:patagonia-за-14-дней:card;blog:patagonia-за-14-дней:hero;blog:patagonia-самостоятельно:card;blog:patagonia-самостоятельно:hero;literal:src/lib/blog-post-image-bindings.ts","yes","2560","1097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-patagonia-avtobusy","media/blog/patagonia-avtobusy/hero.jpg","hero","blog:patagonia-penguins:card;blog:patagonia-penguins:hero;literal:src/data/blog-editorial/patagonia.ts;literal:src/lib/blog-post-image-bindings.ts","yes","4800","3200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-iguazu-garganta-del-diablo","media/blog/iguazu-garganta-del-diablo/hero.jpg","hero","blog:iguazu-garganta-del-diablo:card;blog:iguazu-garganta-del-diablo:hero;blog:iguazu-за-3-дня:card;blog:iguazu-за-3-дня:hero;blog:iguazu-советы-новичкам:card;blog:iguazu-советы-новичкам:hero;literal:src/lib/blog-post-image-bindings.ts","yes","2685","2018","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-blue-dollar-argentina-2026","media/blog/blue-dollar-argentina-2026/hero.jpg","hero","blog:blue-dollar-argentina-2026:card;blog:blue-dollar-argentina-2026:hero;blog:money-карты:card;blog:money-карты:hero;blog:stoimost-zhizni-buenos-aires:card;blog:stoimost-zhizni-buenos-aires:hero;literal:src/data/media-library/stock-cache.json;literal:src/lib/blog-post-image-bindings.ts","yes","6016","4016","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-salta-i-severo-zapad-marshrut","media/blog/salta-i-severo-zapad-marshrut/hero.jpg","hero","blog:salta-i-severo-zapad-marshrut:card;blog:salta-i-severo-zapad-marshrut:hero;literal:src/lib/blog-post-image-bindings.ts","yes","6192","4128","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-uco-valley-vino-i-gory","media/blog/uco-valley-vino-i-gory/hero.jpg","hero","blog:uco-valley-vino-i-gory:card;blog:uco-valley-vino-i-gory:hero;literal:src/lib/blog-post-image-bindings.ts","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-el-chalten-i-fitts-roy","media/blog/el-chalten-i-fitts-roy/hero.jpg","hero","blog:el-chalten-i-fitts-roy:card;blog:el-chalten-i-fitts-roy:hero;literal:src/lib/blog-post-image-bindings.ts","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-patagoniya-marshrut-14-dney","media/blog/patagoniya-marshrut-14-dney/hero.jpg","hero","blog:patagoniya-marshrut-14-dney:card;blog:patagoniya-marshrut-14-dney:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-argentina-2-nedeli-marshrut","media/blog/argentina-2-nedeli-marshrut/hero.jpg","hero","blog:argentina-2-nedeli-marshrut:card;blog:argentina-2-nedeli-marshrut:hero;blog:itinerary-за-14-дней:card;blog:itinerary-за-14-дней:hero;blog:itinerary-ошибки:card;blog:itinerary-ошибки:hero;blog:itinerary-чек-лист:card;blog:itinerary-чек-лист:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-itinerary-за-14-дней","media/blog/itinerary-za-14-dney/hero.jpg","hero","blog:argentina-10-dnej-3-nedeli:card;blog:argentina-10-dnej-3-nedeli:hero;blog:itinerary-за-10-дней:card;blog:itinerary-за-10-дней:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4928","3264","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-natsionalnyy-park-talampaya","media/blog/natsionalnyy-park-talampaya/hero.jpg","hero","blog:natsionalnyy-park-los-cardones:card;blog:natsionalnyy-park-los-cardones:hero;blog:natsionalnyy-park-tierra-del-fuego:card;blog:natsionalnyy-park-tierra-del-fuego:hero;literal:src/lib/blog-post-image-bindings.ts","yes","3780","2761","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-tierra-del-fuego-national-park-gallery-2","media/blog/rich/tierra-del-fuego-national-park/gallery-2.jpg","gallery","blog:natsionalnyy-park-tierra-del-fuego:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","9248","5204","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-tierra-del-fuego-national-park-gallery-3","media/blog/rich/tierra-del-fuego-national-park/gallery-3.jpg","gallery","blog:natsionalnyy-park-tierra-del-fuego:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-tierra-del-fuego-national-park-gallery-4","media/blog/rich/tierra-del-fuego-national-park/gallery-4.jpg","gallery","blog:natsionalnyy-park-tierra-del-fuego:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","4249","3381","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-tierra-del-fuego-national-park-gallery-5","media/blog/rich/tierra-del-fuego-national-park/gallery-5.jpg","gallery","blog:natsionalnyy-park-tierra-del-fuego:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","4000","2250","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-banado-la-estrella","media/blog/banado-la-estrella/hero.jpg","hero","blog:banado-la-estrella:card;blog:banado-la-estrella:hero;blog:natsionalnyy-park-los-glasiares:card;blog:natsionalnyy-park-los-glasiares:hero;blog:natsionalnyy-park-nauel-uapi:card;blog:natsionalnyy-park-nauel-uapi:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4096","3072","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-nahuel-huapi-national-park-gallery-2","media/blog/rich/nahuel-huapi-national-park/gallery-2.jpg","gallery","blog:natsionalnyy-park-nauel-uapi:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5826","3884","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-nahuel-huapi-national-park-gallery-3","media/blog/rich/nahuel-huapi-national-park/gallery-3.jpg","gallery","blog:natsionalnyy-park-nauel-uapi:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","4608","2240","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-nahuel-huapi-national-park-gallery-4","media/blog/rich/nahuel-huapi-national-park/gallery-4.jpg","gallery","blog:natsionalnyy-park-nauel-uapi:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5946","3964","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-nahuel-huapi-national-park-gallery-5","media/blog/rich/nahuel-huapi-national-park/gallery-5.jpg","gallery","blog:natsionalnyy-park-nauel-uapi:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5826","3884","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-los-glaciares-national-park-gallery-2","media/blog/rich/los-glaciares-national-park/gallery-2.jpg","gallery","blog:natsionalnyy-park-los-glasiares:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","3072","2304","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-los-glaciares-national-park-gallery-3","media/blog/rich/los-glaciares-national-park/gallery-3.jpg","gallery","blog:natsionalnyy-park-los-glasiares:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5903","3935","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-los-glaciares-national-park-gallery-4","media/blog/rich/los-glaciares-national-park/gallery-4.jpg","gallery","blog:natsionalnyy-park-los-glasiares:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5098","3399","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-los-glaciares-national-park-gallery-5","media/blog/rich/los-glaciares-national-park/gallery-5.jpg","gallery","blog:natsionalnyy-park-los-glasiares:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5140","3247","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-natsionalnyy-park-iguasu-hero","media/blog/natsionalnyy-park-iguasu/hero.jpg","hero","blog:natsionalnyy-park-iguasu:card;blog:natsionalnyy-park-iguasu:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4516","3387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-iguazu-national-park-gallery-2","media/blog/rich/iguazu-national-park/gallery-2.jpg","gallery","blog:natsionalnyy-park-iguasu:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5568","3712","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-iguazu-national-park-gallery-3","media/blog/rich/iguazu-national-park/gallery-3.jpg","gallery","blog:natsionalnyy-park-iguasu:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5960","3975","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-iguazu-national-park-gallery-4","media/blog/rich/iguazu-national-park/gallery-4.jpg","gallery","blog:natsionalnyy-park-iguasu:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","2859","1906","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-iguazu-national-park-gallery-5","media/blog/rich/iguazu-national-park/gallery-5.jpg","gallery","blog:natsionalnyy-park-iguasu:rich-gallery;literal:src/data/media-library/stock-cache.json","yes","5839","3892","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-natsionalnyy-park-los-glasiares-hero","media/blog/natsionalnyy-park-los-glasiares/hero.jpg","hero","blog:natsionalnyy-park-poluostrov-valdes:card;blog:natsionalnyy-park-poluostrov-valdes:hero;blog:natsionalnyy-park-talampaya:card;blog:natsionalnyy-park-talampaya:hero;literal:src/lib/blog-post-image-bindings.ts","yes","4032","2268","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-natsionalnyy-park-poluostrov-valdes","media/blog/rich/valdes-peninsula-national-park/gallery-2.jpg","hero","blog:natsionalnyy-park-poluostrov-valdes:rich-gallery;blog:wildlife-с-гидом:card;blog:wildlife-с-гидом:hero;literal:src/lib/blog-post-image-bindings.ts","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-valdes-peninsula-national-park-gallery-3","media/blog/rich/valdes-peninsula-national-park/gallery-3.jpg","gallery","blog:natsionalnyy-park-poluostrov-valdes:rich-gallery","yes","1920","1289","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-valdes-peninsula-national-park-gallery-4","media/blog/rich/valdes-peninsula-national-park/gallery-4.jpg","gallery","blog:natsionalnyy-park-poluostrov-valdes:rich-gallery","yes","3000","2000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-valdes-peninsula-national-park-gallery-5","media/blog/rich/valdes-peninsula-national-park/gallery-5.jpg","gallery","blog:natsionalnyy-park-poluostrov-valdes:rich-gallery","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-natsionalnye-parki-argentiny","media/blog/natsionalnye-parki-argentiny/hero.jpg","hero","blog:ischigualasto-valle-de-la-luna:card;blog:ischigualasto-valle-de-la-luna:hero;blog:natsionalnye-parki-argentiny:card;blog:natsionalnye-parki-argentiny:hero;literal:src/lib/blog-post-image-bindings.ts","yes","5960","3975","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-all-argentina-national-parks-gallery-2","media/blog/rich/all-argentina-national-parks/gallery-2.jpg","gallery","blog:natsionalnye-parki-argentiny:rich-gallery","yes","5184","3456","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-all-argentina-national-parks-gallery-3","media/blog/rich/all-argentina-national-parks/gallery-3.jpg","gallery","blog:natsionalnye-parki-argentiny:rich-gallery","yes","4032","2268","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-all-argentina-national-parks-gallery-4","media/blog/rich/all-argentina-national-parks/gallery-4.jpg","gallery","blog:natsionalnye-parki-argentiny:rich-gallery","yes","3780","2761","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-all-argentina-national-parks-gallery-5","media/blog/rich/all-argentina-national-parks/gallery-5.jpg","gallery","blog:natsionalnye-parki-argentiny:rich-gallery","yes","6709","4193","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"blog-rich-ibera-national-park-gallery-2","media/blog/rich/ibera-national-park/gallery-2.jpg","gallery","blog:natsionalnyy-park-ibera:rich-gallery","yes","1920","1272","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
