"asset_id","local_path","role","contexts","exists","width","height","format","alt_recorded","caption_recorded","rights_metadata_complete","issue_codes","highest_severity","status","owner","evidence"
"at-el-bolson-gallery-2","media/argentina-travel/el-bolson/1624482760265-rio_negro___cordillera___047___el_bolson___cosecha_lupulo.jpg","gallery","kb:el-bolson:gallery;place:el-bolson:gallery","yes","1205","1608","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-el-bolson-gallery-3","media/argentina-travel/el-bolson/1624483534196-19__rio_negro___el_rio_azul___el_bolson.jpg","gallery","kb:el-bolson:gallery;place:el-bolson:gallery","yes","864","1080","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-lanin-hero","media/places/lanin/hero.jpg","hero","place:lanin:cover;place:lanin:gallery","yes","2048","1536","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-los-antiguos-hero","media/argentina-travel/los-antiguos/1636988701746-_mg_8163edit.jpg","hero","place:los-antiguos:cover;place:los-antiguos:gallery","yes","1624","1082","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-los-antiguos-gallery-1","media/argentina-travel/los-antiguos/1636988707262-_a653732edit.jpg","gallery","place:los-antiguos:gallery","yes","1924","1283","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-los-antiguos-gallery-2","media/argentina-travel/los-antiguos/1636988719771-_mg_6863edit.jpg","gallery","place:los-antiguos:gallery","yes","2480","1653","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-los-antiguos-gallery-3","media/argentina-travel/los-antiguos/1636988744636-_mg_6544edit.jpg","gallery","place:los-antiguos:gallery","yes","1723","1148","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puerto-deseado-hero","media/argentina-travel/puerto-deseado/1640032864396-_ed70596_editar.jpg","hero","place:puerto-deseado:cover;place:puerto-deseado:gallery","yes","1823","1218","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puerto-deseado-gallery-1","media/argentina-travel/puerto-deseado/1640032885633-dsc_7838.jpg","gallery","place:puerto-deseado:gallery","yes","2112","1408","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puerto-deseado-gallery-2","media/argentina-travel/puerto-deseado/1640032891545-_ed79883_editar.jpg","gallery","place:puerto-deseado:gallery","yes","1604","1070","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-puerto-deseado-gallery-3","media/argentina-travel/puerto-deseado/1640032899565-alta_72628.jpg","gallery","place:puerto-deseado:gallery","yes","1949","1301","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"place-punta-tombo-hero","media/places/punta-tombo/hero.jpg","hero","place:punta-tombo:cover;place:punta-tombo:gallery","yes","3264","2448","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-cordon-del-plata-hero","media/argentina-travel/parque-provincial-cordon-del-plata/1625014907231-parque_cord_n_del_plata1.jpg","hero","place:parque-provincial-cordon-del-plata:cover;place:parque-provincial-cordon-del-plata:gallery","yes","1670","937","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-cordon-del-plata-gallery-1","media/argentina-travel/parque-provincial-cordon-del-plata/1625014914679-parque_cord_n_del_plata2.jpg","gallery","place:parque-provincial-cordon-del-plata:gallery","yes","1525","1012","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-cordon-del-plata-gallery-2","media/argentina-travel/parque-provincial-cordon-del-plata/1625014920711-parque_cord_n_del_plata3.jpg","gallery","place:parque-provincial-cordon-del-plata:gallery","yes","1537","1153","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-parque-provincial-cordon-del-plata-gallery-3","media/argentina-travel/parque-provincial-cordon-del-plata/1625014925408-parque_cord_n_del_plata4.jpg","gallery","place:parque-provincial-cordon-del-plata:gallery","yes","1507","2011","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-resistencia-hero","media/argentina-travel/resistencia/1624384539231-resistencia_museum_escultura.jpg","hero","kb:resistencia:hero;place:resistencia:cover;place:resistencia:gallery","yes","2893","1644","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-resistencia-gallery-1","media/argentina-travel/resistencia/1624384548615-resistencia___pasaeo_de_las_esculturas___domo_del_centeario_2.jpg","gallery","kb:resistencia:gallery;place:resistencia:gallery","yes","1920","1280","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-resistencia-gallery-2","media/argentina-travel/resistencia/1624384556008-resistencia_catedral.jpg","gallery","kb:resistencia:gallery;place:resistencia:gallery","yes","307","460","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"at-resistencia-gallery-3","media/argentina-travel/resistencia/1624384562136-resistencia___ciudad_de_las_escultuas___chaco.jpg","gallery","kb:resistencia:gallery;place:resistencia:gallery","yes","1678","1119","webp","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-ba-section","media/destinations/ba/section.jpg","section","destination:ba:hero;literal:src/data/media-library/stock-cache.json","yes","2847","2982","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ba-cover","media/destinations/ba/cover.jpg","hero","destination:ba:gallery;literal:src/components/seo/SiteJsonLd.tsx;page:destination:ba:hero","yes","2340","4160","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ba-gallery-1","media/destinations/ba/gallery-1.jpg","gallery","destination:ba:gallery","yes","1920","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ba-gallery-2","media/destinations/ba/gallery-2.jpg","gallery","destination:ba:gallery","yes","1920","2560","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ba-gallery-3","media/destinations/ba/gallery-3.jpg","gallery","destination:ba:gallery","yes","2560","1047","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-bariloche-section","media/destinations/bariloche/section.jpg","section","destination:bariloche:hero;literal:src/data/media-library/stock-cache.json","yes","1920","1638","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-bariloche-cover","media/destinations/bariloche/cover.jpg","hero","destination:bariloche:gallery;page:destination:bariloche:hero","yes","1190","803","jpeg","yes","yes","yes","hero_resolution","medium","review_required","Media editor","var/ops/media-rights-readiness.json"
"dest-bariloche-gallery-1","media/destinations/bariloche/gallery-1.jpg","gallery","destination:bariloche:gallery","yes","1366","599","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-bariloche-gallery-2","media/destinations/bariloche/gallery-2.jpg","gallery","destination:bariloche:gallery","yes","2560","1726","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-bariloche-gallery-3","media/destinations/bariloche/gallery-3.jpg","gallery","destination:bariloche:gallery","yes","1792","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-calafate-section","media/destinations/calafate/section.jpg","section","destination:calafate:hero;literal:src/data/media-library/stock-cache.json","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-calafate-cover","media/destinations/calafate/cover.jpg","hero","destination:calafate:gallery;page:destination:calafate:hero","yes","2560","1918","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-calafate-gallery-1","media/destinations/calafate/gallery-1.jpg","gallery","destination:calafate:gallery","yes","1600","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-calafate-gallery-2","media/destinations/calafate/gallery-2.jpg","gallery","destination:calafate:gallery","yes","508","305","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-calafate-gallery-3","media/destinations/calafate/gallery-3.jpg","gallery","destination:calafate:gallery","yes","2560","1097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-ushuaia-section","media/destinations/ushuaia/section.jpg","section","destination:ushuaia:hero;literal:src/data/media-library/stock-cache.json","yes","1920","1280","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ushuaia-cover","media/destinations/ushuaia/cover.jpg","hero","destination:ushuaia:gallery;page:destination:ushuaia:hero","yes","2560","1387","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ushuaia-gallery-1","media/destinations/ushuaia/gallery-1.jpg","gallery","destination:ushuaia:gallery","yes","1620","1080","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ushuaia-gallery-2","media/destinations/ushuaia/gallery-2.jpg","gallery","destination:ushuaia:gallery","yes","900","735","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-ushuaia-gallery-3","media/destinations/ushuaia/gallery-3.jpg","gallery","destination:ushuaia:gallery","yes","1024","768","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-iguazu-section","media/destinations/iguazu/section.jpg","section","destination:iguazu:hero;literal:src/data/media-library/stock-cache.json","yes","1920","1080","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-iguazu-cover","media/destinations/iguazu/cover.jpg","hero","destination:iguazu:gallery;page:destination:iguazu:hero","yes","1600","1200","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-iguazu-gallery-1","media/destinations/iguazu/gallery-1.jpg","gallery","destination:iguazu:gallery","yes","2560","1709","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-iguazu-gallery-2","media/destinations/iguazu/gallery-2.jpg","gallery","destination:iguazu:gallery","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-iguazu-gallery-3","media/destinations/iguazu/gallery-3.jpg","gallery","destination:iguazu:gallery","yes","2560","552","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-mendoza-section","media/destinations/mendoza/section.jpg","section","destination:mendoza:hero;literal:src/data/media-library/stock-cache.json","yes","2560","805","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-mendoza-cover","media/destinations/mendoza/cover.jpg","hero","destination:mendoza:gallery;page:destination:mendoza:hero","yes","2560","1706","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-mendoza-gallery-1","media/destinations/mendoza/gallery-1.jpg","gallery","destination:mendoza:gallery","yes","3264","2448","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-mendoza-gallery-3","media/destinations/mendoza/gallery-3.jpg","gallery","destination:mendoza:gallery","yes","2304","1188","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-salta-section","media/destinations/salta/section.jpg","section","destination:salta:hero;literal:src/data/media-library/stock-cache.json","yes","6000","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-salta-cover","media/destinations/salta/cover.jpg","hero","destination:salta:gallery;page:destination:salta:hero","yes","3648","2736","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-salta-gallery-1","media/destinations/salta/gallery-1.jpg","gallery","destination:salta:gallery","yes","2304","1188","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-salta-gallery-2","media/destinations/salta/gallery-2.jpg","gallery","destination:salta:gallery","yes","2560","1920","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-salta-gallery-3","media/destinations/salta/gallery-3.jpg","gallery","destination:salta:gallery","yes","2560","1920","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"destination-patagonia-section","media/destinations/patagonia/section.jpg","section","destination:patagonia:hero;literal:src/data/media-library/stock-cache.json","yes","5568","4000","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
"dest-patagonia-cover","media/destinations/patagonia/cover.jpg","hero","destination:patagonia:gallery;literal:src/components/marketplace/ToursCatalog.tsx;literal:src/lib/destinations-catalog-seo.ts;literal:src/lib/page-metadata.ts;page:destination:patagonia:hero","yes","2560","1097","jpeg","yes","yes","yes","none","none","metadata_gate_clean","Media editor","var/ops/media-rights-readiness.json"
