id,type,url,title,status,word_count,threshold,gap_words,quality_score,severity,recommended_action,source_path,evidence
kb:rafting-en-el-rio-mendoza,attraction,/baza-znaniy/rafting-en-el-rio-mendoza,Rafting en el río Мендоса,published,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/rafting-en-el-rio-mendoza.md,word_count=63; type_threshold=500
kb:roque-saenz-pena,attraction,/baza-znaniy/roque-saenz-pena,Roque Sáenz Peña,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/roque-saenz-pena.md,word_count=63; type_threshold=500
kb:ruta-de-la-cultura-qom,attraction,/baza-znaniy/ruta-de-la-cultura-qom,Qom culture route,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-de-la-cultura-qom.md,word_count=63; type_threshold=500
kb:ruta-interlagos-san-juan,attraction,/baza-znaniy/ruta-interlagos-san-juan,Interlagos San Juan Route,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-interlagos-san-juan.md,word_count=63; type_threshold=500
kb:san-antonio-de-areco,city,/baza-znaniy/san-antonio-de-areco,San Antonio de Areco,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/goroda/san-antonio-de-areco.md,word_count=63; type_threshold=500
kb:sandboard-en-abra-pampa,attraction,/baza-znaniy/sandboard-en-abra-pampa,Sandboarding in Abra Pampa,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/sandboard-en-abra-pampa.md,word_count=63; type_threshold=500
kb:senderismo-con-llamas-en-jujuy,attraction,/baza-znaniy/senderismo-con-llamas-en-jujuy,Hiking with llamas in Jujuy,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/senderismo-con-llamas-en-jujuy.md,word_count=63; type_threshold=500
kb:tilcara,attraction,/baza-znaniy/tilcara,Tilcara,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tilcara.md,word_count=63; type_threshold=500
kb:tinogasta,attraction,/baza-znaniy/tinogasta,Tinogasta,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tinogasta.md,word_count=63; type_threshold=500
kb:tradicion-cervecera-en-santa-fe,attraction,/baza-znaniy/tradicion-cervecera-en-santa-fe,Brewing tradition in Santa Fe,published,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tradicion-cervecera-en-santa-fe.md,word_count=63; type_threshold=500
kb:trekking-en-bosques-y-lagos,attraction,/baza-znaniy/trekking-en-bosques-y-lagos,Trekking in forests and lakes,published,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/trekking-en-bosques-y-lagos.md,word_count=63; type_threshold=500
kb:trekking-en-parque-patagonia,attraction,/baza-znaniy/trekking-en-parque-patagonia,Trekking en Parque Патагония,stub,63,500,437,66,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/trekking-en-parque-patagonia.md,word_count=63; type_threshold=500
kb:trekking-en-salta,attraction,/baza-znaniy/trekking-en-salta,Trekking in Salta,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/trekking-en-salta.md,word_count=63; type_threshold=500
kb:trevelin-el-pueblo-del-molino,attraction,/baza-znaniy/trevelin-el-pueblo-del-molino,"Trevelin, the mill town",stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/trevelin-el-pueblo-del-molino.md,word_count=63; type_threshold=500
kb:valles-y-bosques-fueguinos,attraction,/baza-znaniy/valles-y-bosques-fueguinos,Valleys and forests in Огненная Земля,stub,63,500,437,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/valles-y-bosques-fueguinos.md,word_count=63; type_threshold=500
kb:alero-charcamata,attraction,/baza-znaniy/alero-charcamata,Alero Charcamata,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/alero-charcamata.md,word_count=64; type_threshold=500
kb:cabalgatas-en-valle-chico,attraction,/baza-znaniy/cabalgatas-en-valle-chico,Horseback riding in Valle Chico,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/cabalgatas-en-valle-chico.md,word_count=64; type_threshold=500
kb:caminos-de-la-fe-san-juan,attraction,/baza-znaniy/caminos-de-la-fe-san-juan,"Paths of faith, San Juan",stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/caminos-de-la-fe-san-juan.md,word_count=64; type_threshold=500
kb:campo-del-cielo-y-saenz-pena,attraction,/baza-znaniy/campo-del-cielo-y-saenz-pena,Field of the Sky [Campo del Cielo] and Sáenz Peña,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/campo-del-cielo-y-saenz-pena.md,word_count=64; type_threshold=500
kb:carnaval-en-corrientes,attraction,/baza-znaniy/carnaval-en-corrientes,Carnival in Corrientes,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/carnaval-en-corrientes.md,word_count=64; type_threshold=500
kb:circuito-de-cervecerias-en-rosario,attraction,/baza-znaniy/circuito-de-cervecerias-en-rosario,Brewers’ circuit in Rosario,stub,64,500,436,66,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/circuito-de-cervecerias-en-rosario.md,word_count=64; type_threshold=500
kb:expedicion-al-avion-de-los-uruguayos,attraction,/baza-znaniy/expedicion-al-avion-de-los-uruguayos,Expedition to the Uruguayan team’s plane,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/expedicion-al-avion-de-los-uruguayos.md,word_count=64; type_threshold=500
kb:isla-medialuna-antartida,attraction,/baza-znaniy/isla-medialuna-antartida,"Half Moon Island, Antarctica",stub,64,500,436,73,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/isla-medialuna-antartida.md,word_count=64; type_threshold=500
kb:ituzaingo,attraction,/baza-znaniy/ituzaingo,Ituzaingó,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ituzaingo.md,word_count=64; type_threshold=500
kb:kayak-en-el-parana,attraction,/baza-znaniy/kayak-en-el-parana,Kayaking in the Paraná,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/kayak-en-el-parana.md,word_count=64; type_threshold=500
kb:minitrekking-sobre-el-glaciar-perito-moreno,attraction,/baza-znaniy/minitrekking-sobre-el-glaciar-perito-moreno,Minitrekking sobre el Glaciar Перито-Морено,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/minitrekking-sobre-el-glaciar-perito-moreno.md,word_count=64; type_threshold=500
kb:mountain-bike-en-piedra-del-aguila,attraction,/baza-znaniy/mountain-bike-en-piedra-del-aguila,Mountain biking in Piedra del Águila,stub,64,500,436,66,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/mountain-bike-en-piedra-del-aguila.md,word_count=64; type_threshold=500
kb:navegacion-entre-glaciares,attraction,/baza-znaniy/navegacion-entre-glaciares,Sailing among glaciers,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/navegacion-entre-glaciares.md,word_count=64; type_threshold=500
kb:parque-marino-makenke,attraction,/baza-znaniy/parque-marino-makenke,Makenke Sea Park,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/parque-marino-makenke.md,word_count=64; type_threshold=500
kb:paseos-aereos-en-ushuaia,attraction,/baza-znaniy/paseos-aereos-en-ushuaia,Paseos aéreos en Ушуайя,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/paseos-aereos-en-ushuaia.md,word_count=64; type_threshold=500
kb:pesca-con-devolucion-en-entre-rios,attraction,/baza-znaniy/pesca-con-devolucion-en-entre-rios,Catch-and-release fishing in Entre Ríos,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pesca-con-devolucion-en-entre-rios.md,word_count=64; type_threshold=500
kb:puente-rosario-victoria,attraction,/baza-znaniy/puente-rosario-victoria,Rosario-Victoria Bridge,published,64,500,436,73,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/puente-rosario-victoria.md,word_count=64; type_threshold=500
kb:rafting-en-el-rio-corcovado,attraction,/baza-znaniy/rafting-en-el-rio-corcovado,Rafting in the Corcovado River,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/rafting-en-el-rio-corcovado.md,word_count=64; type_threshold=500
kb:tradiciones-gauchas,attraction,/baza-znaniy/tradiciones-gauchas,Gaucho Traditions,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tradiciones-gauchas.md,word_count=64; type_threshold=500
kb:trekking-en-lihue-calel,attraction,/baza-znaniy/trekking-en-lihue-calel,Trekking in Lihué Calel,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/trekking-en-lihue-calel.md,word_count=64; type_threshold=500
kb:viedma,attraction,/baza-znaniy/viedma,Viedma,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/viedma.md,word_count=64; type_threshold=500
kb:vinos-del-valle-patagonico,attraction,/baza-znaniy/vinos-del-valle-patagonico,Вина патагонских долин,stub,64,500,436,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/vinos-del-valle-patagonico.md,word_count=64; type_threshold=500
kb:alumine,attraction,/baza-znaniy/alumine,Aluminé,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/alumine.md,word_count=65; type_threshold=500
kb:area-natural-protegida-rio-limay,attraction,/baza-znaniy/area-natural-protegida-rio-limay,Limay River Protected Natural Area,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/area-natural-protegida-rio-limay.md,word_count=65; type_threshold=500
kb:aventura-en-la-patagonia-andina,attraction,/baza-znaniy/aventura-en-la-patagonia-andina,Aventura en la Патагония andina,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/aventura-en-la-patagonia-andina.md,word_count=65; type_threshold=500
kb:avistaje-de-aves-en-santa-cruz,attraction,/baza-znaniy/avistaje-de-aves-en-santa-cruz,Bird watching in Santa Cruz,published,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/avistaje-de-aves-en-santa-cruz.md,word_count=65; type_threshold=500
kb:cabalgatas-en-cerro-belvedere-y-cascada-inacayal,attraction,/baza-znaniy/cabalgatas-en-cerro-belvedere-y-cascada-inacayal,Horseback rides in Belvedere Hill and Inacayal waterfall,published,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/cabalgatas-en-cerro-belvedere-y-cascada-inacayal.md,word_count=65; type_threshold=500
kb:casa-de-san-martin-en-yapeyu,attraction,/baza-znaniy/casa-de-san-martin-en-yapeyu,San Martin’s home in Yapeyú,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/casa-de-san-martin-en-yapeyu.md,word_count=65; type_threshold=500
kb:centro-de-esqui-la-hoya,attraction,/baza-znaniy/centro-de-esqui-la-hoya,La Hoya ski resort,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/centro-de-esqui-la-hoya.md,word_count=65; type_threshold=500
kb:federacion,city,/baza-znaniy/federacion,Federación,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/goroda/federacion.md,word_count=65; type_threshold=500
kb:fiesta-nacional-del-sol-en-san-juan,attraction,/baza-znaniy/fiesta-nacional-del-sol-en-san-juan,National Sun Festival in San Juan,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/fiesta-nacional-del-sol-en-san-juan.md,word_count=65; type_threshold=500
kb:molino-forclaz,attraction,/baza-znaniy/molino-forclaz,Forclaz Windmill,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/molino-forclaz.md,word_count=65; type_threshold=500
kb:montanismo-en-jujuy,attraction,/baza-znaniy/montanismo-en-jujuy,Mountain Climbing in Jujuy,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/montanismo-en-jujuy.md,word_count=65; type_threshold=500
kb:pesca-con-devolucion-en-formosa,attraction,/baza-znaniy/pesca-con-devolucion-en-formosa,Catch-and-release fishing in Formosa,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pesca-con-devolucion-en-formosa.md,word_count=65; type_threshold=500
kb:ruta-del-vino-en-san-juan,attraction,/baza-znaniy/ruta-del-vino-en-san-juan,Wine route in San Juan,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-del-vino-en-san-juan.md,word_count=65; type_threshold=500
kb:rutas-de-tierra-del-fuego,attraction,/baza-znaniy/rutas-de-tierra-del-fuego,Rutas de Огненная Земля,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/rutas-de-tierra-del-fuego.md,word_count=65; type_threshold=500
kb:tastil-y-santa-rosa-de-tastil,attraction,/baza-znaniy/tastil-y-santa-rosa-de-tastil,Tastil and Santa Rosa de Tastil,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tastil-y-santa-rosa-de-tastil.md,word_count=65; type_threshold=500
kb:turismo-cultural-en-rosario,attraction,/baza-znaniy/turismo-cultural-en-rosario,Cultural tourism in Rosario,stub,65,500,435,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/turismo-cultural-en-rosario.md,word_count=65; type_threshold=500
kb:autodromo-internacional-de-rio-hondo,attraction,/baza-znaniy/autodromo-internacional-de-rio-hondo,Río Hondo International Racetrack,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/autodromo-internacional-de-rio-hondo.md,word_count=66; type_threshold=500
kb:cabalgata-en-el-lago-roca,attraction,/baza-znaniy/cabalgata-en-el-lago-roca,Horseback riding in the Roca lake,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/cabalgata-en-el-lago-roca.md,word_count=66; type_threshold=500
kb:cusi-cusi,attraction,/baza-znaniy/cusi-cusi,Cusi Cusi,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/cusi-cusi.md,word_count=66; type_threshold=500
kb:deportes-extremos-en-paso-de-la-patria,attraction,/baza-znaniy/deportes-extremos-en-paso-de-la-patria,Extreme sports in Paso de la Patria,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/deportes-extremos-en-paso-de-la-patria.md,word_count=66; type_threshold=500
kb:el-tren-patagonico,attraction,/baza-znaniy/el-tren-patagonico,Патагонский поезд,published,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/el-tren-patagonico.md,word_count=66; type_threshold=500
kb:estancias-turisticas-de-campo,attraction,/baza-znaniy/estancias-turisticas-de-campo,Tourist estancias in the countryside,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/estancias-turisticas-de-campo.md,word_count=66; type_threshold=500
kb:gastronomia-de-la-pampa,attraction,/baza-znaniy/gastronomia-de-la-pampa,Food in La Pampa,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/gastronomia-de-la-pampa.md,word_count=66; type_threshold=500
kb:gastronomia-de-tierra-del-fuego,attraction,/baza-znaniy/gastronomia-de-tierra-del-fuego,Gastronomía de Огненная Земля,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/gastronomia-de-tierra-del-fuego.md,word_count=66; type_threshold=500
kb:legado-jesuita-en-cordoba,attraction,/baza-znaniy/legado-jesuita-en-cordoba,Jesuit legacy in Córdoba,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/legado-jesuita-en-cordoba.md,word_count=66; type_threshold=500
kb:parque-nacional-los-glaciares-patrimonio-de-la-humanidad,national_park,/baza-znaniy/parque-nacional-los-glaciares-patrimonio-de-la-humanidad,национальный парк Los Glaciares: Patrimonio de la Humanidad,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/natsionalnye-parki/parque-nacional-los-glaciares-patrimonio-de-la-humanidad.md,word_count=66; type_threshold=500
kb:patinaje-en-bahia-redonda,attraction,/baza-znaniy/patinaje-en-bahia-redonda,Ice-skating in Bahía Redonda,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/patinaje-en-bahia-redonda.md,word_count=66; type_threshold=500
kb:pesca-deportiva-en-entre-rios,attraction,/baza-znaniy/pesca-deportiva-en-entre-rios,Sport fishing in Entre Ríos,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pesca-deportiva-en-entre-rios.md,word_count=66; type_threshold=500
kb:puerto-iguazu,city,/baza-znaniy/puerto-iguazu,Puerto Игуасу,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/goroda/puerto-iguazu.md,word_count=66; type_threshold=500
kb:rafting-en-el-rio-hua-hum,attraction,/baza-znaniy/rafting-en-el-rio-hua-hum,Rafting in the Hua Hum River,published,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/rafting-en-el-rio-hua-hum.md,word_count=66; type_threshold=500
kb:rafting-en-el-rio-manso,attraction,/baza-znaniy/rafting-en-el-rio-manso,Rafting in the Manso River,stub,66,500,434,73,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/rafting-en-el-rio-manso.md,word_count=66; type_threshold=500
kb:red-de-refugios-de-montana,attraction,/baza-znaniy/red-de-refugios-de-montana,Mountain Refuge Network,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/red-de-refugios-de-montana.md,word_count=66; type_threshold=500
kb:ria-de-bahia-blanca,attraction,/baza-znaniy/ria-de-bahia-blanca,Bahía Blanca ria,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ria-de-bahia-blanca.md,word_count=66; type_threshold=500
kb:ruta-del-olivo-san-juan,attraction,/baza-znaniy/ruta-del-olivo-san-juan,"Olive Route, San Juan",stub,66,500,434,73,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-del-olivo-san-juan.md,word_count=66; type_threshold=500
kb:senderos-periurbanos-de-esquel,attraction,/baza-znaniy/senderos-periurbanos-de-esquel,Suburban footpaths of Esquel,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/senderos-periurbanos-de-esquel.md,word_count=66; type_threshold=500
kb:travesia-4x4-en-tierra-del-fuego,attraction,/baza-znaniy/travesia-4x4-en-tierra-del-fuego,Travesía 4x4 en Огненная Земля,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/travesia-4x4-en-tierra-del-fuego.md,word_count=66; type_threshold=500
kb:vinos-de-san-juan,attraction,/baza-znaniy/vinos-de-san-juan,San Juan wines,stub,66,500,434,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/vinos-de-san-juan.md,word_count=66; type_threshold=500
kb:bienal-internacional-de-esculturas-en-resistencia,attraction,/baza-znaniy/bienal-internacional-de-esculturas-en-resistencia,International Sculpture Biennale in Resistencia,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/bienal-internacional-de-esculturas-en-resistencia.md,word_count=67; type_threshold=500
kb:cabalgatas-en-las-sierras-bonaerenses,attraction,/baza-znaniy/cabalgatas-en-las-sierras-bonaerenses,Horseback riding in the hills of Буэнос-Айрес,published,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/cabalgatas-en-las-sierras-bonaerenses.md,word_count=67; type_threshold=500
kb:camino-de-la-costa,attraction,/baza-znaniy/camino-de-la-costa,shore road,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/camino-de-la-costa.md,word_count=67; type_threshold=500
kb:centro-termal-bernardo-larroude,attraction,/baza-znaniy/centro-termal-bernardo-larroude,Bernardo Larroudé Hot Spring Center,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/centro-termal-bernardo-larroude.md,word_count=67; type_threshold=500
kb:costa-atlantica-de-la-provincia-de-buenos-aires,attraction,/baza-znaniy/costa-atlantica-de-la-provincia-de-buenos-aires,Costa Atlántica de la provincia de Буэнос-Айрес,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/costa-atlantica-de-la-provincia-de-buenos-aires.md,word_count=67; type_threshold=500
kb:museo-arqueologico-los-menhires,attraction,/baza-znaniy/museo-arqueologico-los-menhires,Los Menhires Archaeological Museum,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/museo-arqueologico-los-menhires.md,word_count=67; type_threshold=500
kb:museo-de-arqueologia-de-alta-montana,attraction,/baza-znaniy/museo-de-arqueologia-de-alta-montana,High Mountain Archeological Museum [Museo de Arqueología de Alta Montaña],stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/museo-de-arqueologia-de-alta-montana.md,word_count=67; type_threshold=500
kb:parque-nacional-iguazu-patrimonio-de-la-humanidad,national_park,/baza-znaniy/parque-nacional-iguazu-patrimonio-de-la-humanidad,национальный парк Игуасу: Patrimonio de la Humanidad,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/natsionalnye-parki/parque-nacional-iguazu-patrimonio-de-la-humanidad.md,word_count=67; type_threshold=500
kb:pasos-del-papa-francisco,attraction,/baza-znaniy/pasos-del-papa-francisco,After the steps of Pope Francis,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pasos-del-papa-francisco.md,word_count=67; type_threshold=500
kb:peninsula-valdes-sitio-patrimonio-mundial-de-la-unesco,attraction,/baza-znaniy/peninsula-valdes-sitio-patrimonio-mundial-de-la-unesco,Península Valdés: World Heritage Site,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/peninsula-valdes-sitio-patrimonio-mundial-de-la-unesco.md,word_count=67; type_threshold=500
kb:pesca-deportiva-en-isla-del-cerrito,attraction,/baza-znaniy/pesca-deportiva-en-isla-del-cerrito,Sport fishing at Isla del Cerrito,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pesca-deportiva-en-isla-del-cerrito.md,word_count=67; type_threshold=500
kb:pesca-en-tierra-del-fuego,attraction,/baza-znaniy/pesca-en-tierra-del-fuego,Pesca en Огненная Земля,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/pesca-en-tierra-del-fuego.md,word_count=67; type_threshold=500
kb:ruta-40-en-santa-cruz,attraction,/baza-znaniy/ruta-40-en-santa-cruz,Ruta 40 in Santa Cruz,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-40-en-santa-cruz.md,word_count=67; type_threshold=500
kb:ruta-del-artesano-en-tucuman,attraction,/baza-znaniy/ruta-del-artesano-en-tucuman,Artisan Route in Tucumán,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-del-artesano-en-tucuman.md,word_count=67; type_threshold=500
kb:ruta-del-vino-en-tucuman,attraction,/baza-znaniy/ruta-del-vino-en-tucuman,Wine Route in Tucumán,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-del-vino-en-tucuman.md,word_count=67; type_threshold=500
kb:salta-y-san-lorenzo,attraction,/baza-znaniy/salta-y-san-lorenzo,Salta and San Lorenzo,stub,67,500,433,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/salta-y-san-lorenzo.md,word_count=67; type_threshold=500
kb:tren-de-las-sierras,attraction,/baza-znaniy/tren-de-las-sierras,Tren de las Sierras,stub,67,500,433,73,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/tren-de-las-sierras.md,word_count=67; type_threshold=500
kb:yungas-tucumanas,attraction,/baza-znaniy/yungas-tucumanas,Tucuman Yungas,stub,67,500,433,66,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/yungas-tucumanas.md,word_count=67; type_threshold=500
kb:catamaran-en-el-rio-parana,attraction,/baza-znaniy/catamaran-en-el-rio-parana,Catamaran on the Paraná river,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/catamaran-en-el-rio-parana.md,word_count=68; type_threshold=500
kb:circuito-callejero-de-potrero-de-los-funes,attraction,/baza-znaniy/circuito-callejero-de-potrero-de-los-funes,Street circuit in Potrero de los Funes,stub,68,500,432,66,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/circuito-callejero-de-potrero-de-los-funes.md,word_count=68; type_threshold=500
kb:dinosaurios-de-la-patagonia,attraction,/baza-znaniy/dinosaurios-de-la-patagonia,Dinosaurios de la Патагония,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/dinosaurios-de-la-patagonia.md,word_count=68; type_threshold=500
kb:frutas-de-pepita-en-el-alto-valle-del-rio-negro,attraction,/baza-znaniy/frutas-de-pepita-en-el-alto-valle-del-rio-negro,Seed fruits in the Alto Valle del Río Negro,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/frutas-de-pepita-en-el-alto-valle-del-rio-negro.md,word_count=68; type_threshold=500
kb:gastronomia-en-santa-fe,attraction,/baza-znaniy/gastronomia-en-santa-fe,Food in Santa Fe,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/gastronomia-en-santa-fe.md,word_count=68; type_threshold=500
kb:los-gigantes,attraction,/baza-znaniy/los-gigantes,Лос-Хигантес,published,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/los-gigantes.md,word_count=68; type_threshold=500
kb:paso-de-la-patria,attraction,/baza-znaniy/paso-de-la-patria,Paso de la Patria,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/paso-de-la-patria.md,word_count=68; type_threshold=500
kb:penas-folkloricas-en-salta,attraction,/baza-znaniy/penas-folkloricas-en-salta,Folk peñas in Salta,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/penas-folkloricas-en-salta.md,word_count=68; type_threshold=500
kb:puente-del-inca,attraction,/baza-znaniy/puente-del-inca,Inca Bridge,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/puente-del-inca.md,word_count=68; type_threshold=500
kb:ruta-de-los-siete-lagos,attraction,/baza-znaniy/ruta-de-los-siete-lagos,Route of Seven Lakes,published,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/dostoprimechatelnosti/ruta-de-los-siete-lagos.md,word_count=68; type_threshold=500
kb:san-rafael,city,/baza-znaniy/san-rafael,San Rafael,stub,68,500,432,78,high,DEEP_REWRITE,content/knowledge-base/goroda/san-rafael.md,word_count=68; type_threshold=500
