"id","url","quality_score","band","public","blockers","evidence"
"pueblos-galeses-y-comunidades-originarias","/baza-znaniy/pueblos-galeses-y-comunidades-originarias","100","ready","no","none","publication-quality.ts strict readiness"
"pueblos-pintorescos-de-cordoba","/baza-znaniy/pueblos-pintorescos-de-cordoba","100","ready","no","none","publication-quality.ts strict readiness"
"pueblos-rurales-en-santa-fe","/baza-znaniy/pueblos-rurales-en-santa-fe","100","ready","no","none","publication-quality.ts strict readiness"
"puente-del-inca","/baza-znaniy/puente-del-inca","100","ready","no","none","publication-quality.ts strict readiness"
"puente-rosario-victoria","/baza-znaniy/puente-rosario-victoria","100","ready","no","none","publication-quality.ts strict readiness"
"puerto-almanza","/baza-znaniy/puerto-almanza","100","ready","no","none","publication-quality.ts strict readiness"
"puerto-deseado","/baza-znaniy/puerto-deseado","100","ready","no","none","publication-quality.ts strict readiness"
"puerto-iguazu","/baza-znaniy/puerto-iguazu","100","ready","no","none","publication-quality.ts strict readiness"
"puerto-madryn","/baza-znaniy/puerto-madryn","100","ready","yes","none","publication-quality.ts strict readiness"
"puerto-san-julian","/baza-znaniy/puerto-san-julian","100","ready","no","none","publication-quality.ts strict readiness"
"punta-tombo","/baza-znaniy/punta-tombo","100","ready","yes","none","publication-quality.ts strict readiness"
"purmamarca","/baza-znaniy/purmamarca","100","ready","no","none","publication-quality.ts strict readiness"
"purmamarka","/baza-znaniy/purmamarka","100","ready","yes","none","publication-quality.ts strict readiness"
"qhapaq-nan-el-shincal","/baza-znaniy/qhapaq-nan-el-shincal","100","ready","no","none","publication-quality.ts strict readiness"
"quebrada-de-humahuaca","/baza-znaniy/quebrada-de-humahuaca","100","ready","yes","none","publication-quality.ts strict readiness"
"quebrada-de-las-flechas","/baza-znaniy/quebrada-de-las-flechas","100","ready","no","none","publication-quality.ts strict readiness"
"quitilipi","/baza-znaniy/quitilipi","100","ready","no","none","publication-quality.ts strict readiness"
"rabochaya-viza","/baza-znaniy/rabochaya-viza","100","ready","no","none","publication-quality.ts strict readiness"
"rabota-i-poisk-raboty","/baza-znaniy/rabota-i-poisk-raboty","100","ready","yes","none","publication-quality.ts strict readiness"
"rafaela","/baza-znaniy/rafaela","100","ready","no","none","publication-quality.ts strict readiness"
"rafting-en-el-rio-chimehuin","/baza-znaniy/rafting-en-el-rio-chimehuin","100","ready","no","none","publication-quality.ts strict readiness"
"rafting-en-el-rio-corcovado","/baza-znaniy/rafting-en-el-rio-corcovado","100","ready","no","none","publication-quality.ts strict readiness"
"rafting-en-el-rio-hua-hum","/baza-znaniy/rafting-en-el-rio-hua-hum","100","ready","no","none","publication-quality.ts strict readiness"
"rafting-en-el-rio-manso","/baza-znaniy/rafting-en-el-rio-manso","100","ready","no","none","publication-quality.ts strict readiness"
"rafting-en-el-rio-mendoza","/baza-znaniy/rafting-en-el-rio-mendoza","100","ready","no","none","publication-quality.ts strict readiness"
"raskhozhdeniya-dni-cuit-cuil","/baza-znaniy/raskhozhdeniya-dni-cuit-cuil","100","ready","no","none","publication-quality.ts strict readiness"
"razvlecheniya-i-nochnaya-zhizn","/baza-znaniy/razvlecheniya-i-nochnaya-zhizn","100","ready","no","none","publication-quality.ts strict readiness"
"reconquista","/baza-znaniy/reconquista","100","ready","no","none","publication-quality.ts strict readiness"
"red-de-refugios-de-montana","/baza-znaniy/red-de-refugios-de-montana","100","ready","no","none","publication-quality.ts strict readiness"
"renca-san-luis","/baza-znaniy/renca-san-luis","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-costa-atlantica-tierra-del-fuego","/baza-znaniy/reserva-costa-atlantica-tierra-del-fuego","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-de-biosfera-laguna-blanca","/baza-znaniy/reserva-de-biosfera-laguna-blanca","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-de-biosfera-laguna-oca","/baza-znaniy/reserva-de-biosfera-laguna-oca","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-de-biosfera-yaboti","/baza-znaniy/reserva-de-biosfera-yaboti","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-colonia-benitez","/baza-znaniy/reserva-natural-colonia-benitez","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-el-nogalar-de-los-toldos","/baza-znaniy/reserva-natural-el-nogalar-de-los-toldos","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-estricta-san-antonio","/baza-znaniy/reserva-natural-estricta-san-antonio","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-ibera","/baza-znaniy/reserva-natural-ibera","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-laguna-brava","/baza-znaniy/reserva-natural-laguna-brava","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-pichi-mahuida","/baza-znaniy/reserva-natural-pichi-mahuida","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-quebrada-de-los-condores","/baza-znaniy/reserva-natural-quebrada-de-los-condores","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-natural-silvestre-isla-de-los-estados","/baza-znaniy/reserva-natural-silvestre-isla-de-los-estados","100","ready","no","none","publication-quality.ts strict readiness"
"reserva-provincial-parque-luro","/baza-znaniy/reserva-provincial-parque-luro","100","ready","no","none","publication-quality.ts strict readiness"
"resistencia","/baza-znaniy/resistencia","100","ready","yes","none","publication-quality.ts strict readiness"
"restorany-i-kak-est","/baza-znaniy/restorany-i-kak-est","100","ready","no","none","publication-quality.ts strict readiness"
"ria-de-bahia-blanca","/baza-znaniy/ria-de-bahia-blanca","100","ready","no","none","publication-quality.ts strict readiness"
"rio-gallegos","/baza-znaniy/rio-gallegos","100","ready","no","none","publication-quality.ts strict readiness"
"rio-grande","/baza-znaniy/rio-grande","100","ready","no","none","publication-quality.ts strict readiness"
"rio-parana","/baza-znaniy/rio-parana","100","ready","no","none","publication-quality.ts strict readiness"
"rody-i-beremennost","/baza-znaniy/rody-i-beremennost","100","ready","yes","none","publication-quality.ts strict readiness"
"rody-v-argentine","/baza-znaniy/rody-v-argentine","100","ready","yes","none","publication-quality.ts strict readiness"
"roque-saenz-pena","/baza-znaniy/roque-saenz-pena","100","ready","no","none","publication-quality.ts strict readiness"
"rosario","/baza-znaniy/rosario","100","ready","yes","none","publication-quality.ts strict readiness"
"rossiya-vs-argentina","/baza-znaniy/rossiya-vs-argentina","100","ready","yes","none","publication-quality.ts strict readiness"
"ruinas-de-quilmes","/baza-znaniy/ruinas-de-quilmes","100","ready","yes","none","publication-quality.ts strict readiness"
"ruta-40-en-chubut","/baza-znaniy/ruta-40-en-chubut","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-40-en-santa-cruz","/baza-znaniy/ruta-40-en-santa-cruz","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-40-sem-ozer","/baza-znaniy/ruta-40-sem-ozer","100","ready","yes","none","publication-quality.ts strict readiness"
"ruta-40-sem-ozer-ne-speshite","/baza-znaniy/ruta-40-sem-ozer-ne-speshite","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-azul","/baza-znaniy/ruta-azul","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"ruta-de-la-cultura-qom","/baza-znaniy/ruta-de-la-cultura-qom","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-de-los-siete-lagos","/baza-znaniy/ruta-de-los-siete-lagos","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-del-adobe-en-catamarca","/baza-znaniy/ruta-del-adobe-en-catamarca","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"ruta-del-artesano-en-tucuman","/baza-znaniy/ruta-del-artesano-en-tucuman","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-del-olivo-san-juan","/baza-znaniy/ruta-del-olivo-san-juan","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-del-vino-en-la-patagonia","/baza-znaniy/ruta-del-vino-en-la-patagonia","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"ruta-del-vino-en-san-juan","/baza-znaniy/ruta-del-vino-en-san-juan","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-del-vino-en-tucuman","/baza-znaniy/ruta-del-vino-en-tucuman","100","ready","no","none","publication-quality.ts strict readiness"
"ruta-interlagos-san-juan","/baza-znaniy/ruta-interlagos-san-juan","100","ready","no","none","publication-quality.ts strict readiness"
"rutas-de-tierra-del-fuego","/baza-znaniy/rutas-de-tierra-del-fuego","100","ready","no","none","publication-quality.ts strict readiness"
"s-detmi-po-argentine","/baza-znaniy/s-detmi-po-argentine","100","ready","yes","none","publication-quality.ts strict readiness"
"sabores-de-chaco","/baza-znaniy/sabores-de-chaco","100","ready","no","none","publication-quality.ts strict readiness"
"sabores-riojanos","/baza-znaniy/sabores-riojanos","100","ready","no","none","publication-quality.ts strict readiness"
"salinas-grandes","/baza-znaniy/salinas-grandes","100","ready","yes","none","publication-quality.ts strict readiness"
"salinas-grandes-jujuy","/baza-znaniy/salinas-grandes-jujuy","100","ready","no","none","publication-quality.ts strict readiness"
"salta","/baza-znaniy/salta","100","ready","yes","none","publication-quality.ts strict readiness"
"salta-kalchakskie-doliny-marshrut","/baza-znaniy/salta-kalchakskie-doliny-marshrut","100","ready","no","none","publication-quality.ts strict readiness"
"salta-y-san-lorenzo","/baza-znaniy/salta-y-san-lorenzo","100","ready","no","none","publication-quality.ts strict readiness"
"salto-encantado","/baza-znaniy/salto-encantado","100","ready","no","none","publication-quality.ts strict readiness"
"saltos-del-mocona","/baza-znaniy/saltos-del-mocona","100","ready","yes","none","publication-quality.ts strict readiness"
"samyj-yuzhnyj-gorod-mira","/baza-znaniy/samyj-yuzhnyj-gorod-mira","100","ready","no","none","publication-quality.ts strict readiness"
"san-antonio-de-areco","/baza-znaniy/san-antonio-de-areco","100","ready","no","none","publication-quality.ts strict readiness"
"san-antonio-oeste","/baza-znaniy/san-antonio-oeste","100","ready","no","none","publication-quality.ts strict readiness"
"san-huan","/baza-znaniy/san-huan","100","ready","yes","none","publication-quality.ts strict readiness"
"san-ignacio-mini","/baza-znaniy/san-ignacio-mini","100","ready","yes","none","publication-quality.ts strict readiness"
"san-jose","/baza-znaniy/san-jose","100","ready","no","none","publication-quality.ts strict readiness"
"san-luis","/baza-znaniy/san-luis","100","ready","yes","none","publication-quality.ts strict readiness"
"san-martin-de-los-andes","/baza-znaniy/san-martin-de-los-andes","100","ready","yes","none","publication-quality.ts strict readiness"
"san-miguel-de-tucuman","/baza-znaniy/san-miguel-de-tucuman","100","ready","yes","none","publication-quality.ts strict readiness"
"san-rafael","/baza-znaniy/san-rafael","100","ready","no","none","publication-quality.ts strict readiness"
"san-salvador-de-jujuy","/baza-znaniy/san-salvador-de-jujuy","100","ready","yes","none","publication-quality.ts strict readiness"
"sandboard-en-abra-pampa","/baza-znaniy/sandboard-en-abra-pampa","100","ready","no","none","publication-quality.ts strict readiness"
"sandboard-en-las-dunas-de-saujil","/baza-znaniy/sandboard-en-las-dunas-de-saujil","100","ready","no","none","publication-quality.ts strict readiness"
"santa-fe","/baza-znaniy/santa-fe","100","ready","yes","none","publication-quality.ts strict readiness"
"santa-maria","/baza-znaniy/santa-maria","100","ready","no","none","publication-quality.ts strict readiness"
"santa-rosa","/baza-znaniy/santa-rosa","100","ready","yes","none","publication-quality.ts strict readiness"
"santiago-del-estero","/baza-znaniy/santiago-del-estero","100","ready","yes","none","publication-quality.ts strict readiness"
"sdacha-nedvizhimosti-v-arendu","/baza-znaniy/sdacha-nedvizhimosti-v-arendu","100","ready","no","none","publication-quality.ts strict readiness"
"seclantas","/baza-znaniy/seclantas","100","ready","no","none","publication-quality.ts strict readiness"
"senderismo-con-llamas-en-jujuy","/baza-znaniy/senderismo-con-llamas-en-jujuy","100","ready","no","none","publication-quality.ts strict readiness"
"senderos-periurbanos-de-esquel","/baza-znaniy/senderos-periurbanos-de-esquel","100","ready","no","none","publication-quality.ts strict readiness"
"severnye-parki-zolotoj-chas","/baza-znaniy/severnye-parki-zolotoj-chas","100","ready","no","none","publication-quality.ts strict readiness"
"shkola-dlya-detey","/baza-znaniy/shkola-dlya-detey","100","ready","yes","none","publication-quality.ts strict readiness"
"shtrafy-i-scoring","/baza-znaniy/shtrafy-i-scoring","100","ready","no","none","publication-quality.ts strict readiness"
"sierra-de-la-ventana","/baza-znaniy/sierra-de-la-ventana","100","ready","yes","none","publication-quality.ts strict readiness"
"sierra-de-las-quijadas","/baza-znaniy/sierra-de-las-quijadas","100","ready","no","none","publication-quality.ts strict readiness"
"sierras-cordobesas","/baza-znaniy/sierras-cordobesas","100","ready","no","none","publication-quality.ts strict readiness"
"sierras-de-la-provincia-de-buenos-aires","/baza-znaniy/sierras-de-la-provincia-de-buenos-aires","100","ready","no","none","publication-quality.ts strict readiness"
"sierras-de-sumampa","/baza-znaniy/sierras-de-sumampa","100","ready","no","none","publication-quality.ts strict readiness"
"sistema-zdravoohraneniya","/baza-znaniy/sistema-zdravoohraneniya","100","ready","yes","none","publication-quality.ts strict readiness"
"skam-s-falshivoj-policiej","/baza-znaniy/skam-s-falshivoj-policiej","100","ready","yes","none","publication-quality.ts strict readiness"
"skolko-deneg-brat-na-poezdku","/baza-znaniy/skolko-deneg-brat-na-poezdku","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"skolko-dnej-na-marshrut-2-nedeli","/baza-znaniy/skolko-dnej-na-marshrut-2-nedeli","100","ready","no","none","publication-quality.ts strict readiness"
"skolko-dnej-nuzhno-na-iguasu","/baza-znaniy/skolko-dnej-nuzhno-na-iguasu","100","ready","no","none","publication-quality.ts strict readiness"
"skolko-letet-iz-rossii","/baza-znaniy/skolko-letet-iz-rossii","100","ready","yes","none","publication-quality.ts strict readiness"
"skolko-nalichnyh-mozhno-vvezti","/baza-znaniy/skolko-nalichnyh-mozhno-vvezti","100","ready","yes","none","publication-quality.ts strict readiness"
"skolko-stoit-oformit-vnzh","/baza-znaniy/skolko-stoit-oformit-vnzh","100","ready","yes","none","publication-quality.ts strict readiness"
"skolko-stoit-zhizn-v-buenos-ajrese","/baza-znaniy/skolko-stoit-zhizn-v-buenos-ajrese","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"sladkoe-dulce-de-leche","/baza-znaniy/sladkoe-dulce-de-leche","100","ready","yes","none","publication-quality.ts strict readiness"
"soobshestvo-i-adaptaciya","/baza-znaniy/soobshestvo-i-adaptaciya","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"status-expediente-migraciones","/baza-znaniy/status-expediente-migraciones","100","ready","yes","none","publication-quality.ts strict readiness"
"stoimost-zhizni-ba","/baza-znaniy/stoimost-zhizni-ba","100","ready","yes","none","publication-quality.ts strict readiness"
"stoimost-zhizni-semya-i-para","/baza-znaniy/stoimost-zhizni-semya-i-para","100","ready","yes","none","publication-quality.ts strict readiness"
"stoit-li-ehat-na-poezde-v-oblaka","/baza-znaniy/stoit-li-ehat-na-poezde-v-oblaka","100","ready","yes","none","publication-quality.ts strict readiness"
"stoit-li-ehat-v-argentinu","/baza-znaniy/stoit-li-ehat-v-argentinu","100","ready","yes","none","publication-quality.ts strict readiness"
"stoit-li-pereezzhat","/baza-znaniy/stoit-li-pereezzhat","100","ready","no","none","publication-quality.ts strict readiness"
"studencheskaya-zhizn","/baza-znaniy/studencheskaya-zhizn","100","ready","yes","none","publication-quality.ts strict readiness"
"susques","/baza-znaniy/susques","100","ready","yes","none","publication-quality.ts strict readiness"
"tafi-del-valle","/baza-znaniy/tafi-del-valle","100","ready","yes","none","publication-quality.ts strict readiness"
"tafi-viejo","/baza-znaniy/tafi-viejo","100","ready","no","none","publication-quality.ts strict readiness"
"talampaya","/baza-znaniy/talampaya","100","ready","yes","none","publication-quality.ts strict readiness"
"tandil","/baza-znaniy/tandil","100","ready","yes","none","publication-quality.ts strict readiness"
"tango","/baza-znaniy/tango","100","ready","no","none","publication-quality.ts strict readiness"
"tango-en-buenos-aires","/baza-znaniy/tango-en-buenos-aires","100","ready","no","none","publication-quality.ts strict readiness"
"tastil-y-santa-rosa-de-tastil","/baza-znaniy/tastil-y-santa-rosa-de-tastil","100","ready","no","none","publication-quality.ts strict readiness"
"teatr-kolon","/baza-znaniy/teatr-kolon","100","ready","yes","none","publication-quality.ts strict readiness"
"teatro-y-literatura-en-buenos-aires","/baza-znaniy/teatro-y-literatura-en-buenos-aires","100","ready","no","none","publication-quality.ts strict readiness"
"temporada-de-orcas-en-peninsula-valdes","/baza-znaniy/temporada-de-orcas-en-peninsula-valdes","100","ready","no","none","publication-quality.ts strict readiness"
"termas-de-cacheuta","/baza-znaniy/termas-de-cacheuta","100","ready","no","none","publication-quality.ts strict readiness"
"termas-de-rio-hondo","/baza-znaniy/termas-de-rio-hondo","100","ready","yes","none","publication-quality.ts strict readiness"
"termas-de-saenz-pena","/baza-znaniy/termas-de-saenz-pena","100","ready","no","none","publication-quality.ts strict readiness"
"termas-del-rio-jordan","/baza-znaniy/termas-del-rio-jordan","100","ready","no","none","publication-quality.ts strict readiness"
"termas-en-entre-rios","/baza-znaniy/termas-en-entre-rios","100","ready","no","none","publication-quality.ts strict readiness"
"tierra-del-fuego","/baza-znaniy/tierra-del-fuego","100","ready","yes","none","publication-quality.ts strict readiness"
"tigre-i-delta","/baza-znaniy/tigre-i-delta","100","ready","yes","none","publication-quality.ts strict readiness"
"tilcara","/baza-znaniy/tilcara","100","ready","no","none","publication-quality.ts strict readiness"
"tilkara","/baza-znaniy/tilkara","100","ready","yes","none","publication-quality.ts strict readiness"
"tinogasta","/baza-znaniy/tinogasta","100","ready","no","none","publication-quality.ts strict readiness"
"tolhuin","/baza-znaniy/tolhuin","100","ready","no","none","publication-quality.ts strict readiness"
"tradicion-cervecera-en-santa-fe","/baza-znaniy/tradicion-cervecera-en-santa-fe","100","ready","no","none","publication-quality.ts strict readiness"
"tradiciones-gauchas","/baza-znaniy/tradiciones-gauchas","100","ready","no","none","publication-quality.ts strict readiness"
"travesia-4x4-en-tierra-del-fuego","/baza-znaniy/travesia-4x4-en-tierra-del-fuego","100","ready","no","none","publication-quality.ts strict readiness"
"trekking-en-bosques-y-lagos","/baza-znaniy/trekking-en-bosques-y-lagos","100","ready","no","none","publication-quality.ts strict readiness"
"trekking-en-lihue-calel","/baza-znaniy/trekking-en-lihue-calel","100","ready","no","none","publication-quality.ts strict readiness"
"trekking-en-parque-patagonia","/baza-znaniy/trekking-en-parque-patagonia","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"trekking-en-salta","/baza-znaniy/trekking-en-salta","100","ready","no","none","publication-quality.ts strict readiness"
"trekking-en-tolhuin","/baza-znaniy/trekking-en-tolhuin","100","ready","no","none","publication-quality.ts strict readiness"
"tren-a-las-nubes","/baza-znaniy/tren-a-las-nubes","100","ready","no","none","publication-quality.ts strict readiness"
"tren-de-las-sierras","/baza-znaniy/tren-de-las-sierras","100","ready","no","none","publication-quality.ts strict readiness"
"trevelin","/baza-znaniy/trevelin","100","ready","no","none","publication-quality.ts strict readiness"
"trevelin-el-pueblo-del-molino","/baza-znaniy/trevelin-el-pueblo-del-molino","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-aventura-en-chaco","/baza-znaniy/turismo-aventura-en-chaco","100","ready","yes","none","publication-quality.ts strict readiness"
"turismo-cultural-en-rosario","/baza-znaniy/turismo-cultural-en-rosario","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-paleontologico-en-neuquen","/baza-znaniy/turismo-paleontologico-en-neuquen","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-religioso-en-salta","/baza-znaniy/turismo-religioso-en-salta","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-rural-comunitario","/baza-znaniy/turismo-rural-comunitario","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-rural-en-la-pampa","/baza-znaniy/turismo-rural-en-la-pampa","100","ready","no","none","publication-quality.ts strict readiness"
"turismo-rural-en-salta","/baza-znaniy/turismo-rural-en-salta","100","ready","no","none","publication-quality.ts strict readiness"
"udalyonnaya-rabota-i-oplata","/baza-znaniy/udalyonnaya-rabota-i-oplata","100","ready","yes","none","publication-quality.ts strict readiness"
"ushuaia","/baza-znaniy/ushuaia","100","ready","yes","none","publication-quality.ts strict readiness"
"ushuaia-la-ciudad-y-el-tren","/baza-znaniy/ushuaia-la-ciudad-y-el-tren","100","ready","no","none","publication-quality.ts strict readiness"
"valle-de-la-luna-de-cusi-cusi","/baza-znaniy/valle-de-la-luna-de-cusi-cusi","100","ready","no","none","publication-quality.ts strict readiness"
"valle-de-punilla-cordoba","/baza-znaniy/valle-de-punilla-cordoba","100","ready","no","none","publication-quality.ts strict readiness"
"valle-de-traslasierra","/baza-znaniy/valle-de-traslasierra","100","ready","no","none","publication-quality.ts strict readiness"
"valle-de-uco","/baza-znaniy/valle-de-uco","100","ready","no","none","publication-quality.ts strict readiness"
"valle-de-uco-mendoza","/baza-znaniy/valle-de-uco-mendoza","100","ready","no","none","publication-quality.ts strict readiness"
"valle-encantado","/baza-znaniy/valle-encantado","100","ready","no","none","publication-quality.ts strict readiness"
"valle-grande","/baza-znaniy/valle-grande","100","ready","no","none","publication-quality.ts strict readiness"
"valles-y-bosques-fueguinos","/baza-znaniy/valles-y-bosques-fueguinos","100","ready","no","none","publication-quality.ts strict readiness"
"verano-en-corrientes","/baza-znaniy/verano-en-corrientes","100","ready","no","none","publication-quality.ts strict readiness"
"vida-nocturna-en-buenos-aires","/baza-znaniy/vida-nocturna-en-buenos-aires","100","ready","no","none","publication-quality.ts strict readiness"
"viedma","/baza-znaniy/viedma","100","ready","no","none","publication-quality.ts strict readiness"
"villa-carlos-paz","/baza-znaniy/villa-carlos-paz","100","ready","no","none","publication-quality.ts strict readiness"
"villa-del-carmen-san-luis","/baza-znaniy/villa-del-carmen-san-luis","100","ready","no","none","publication-quality.ts strict readiness"
"villa-general-belgrano","/baza-znaniy/villa-general-belgrano","100","ready","no","none","publication-quality.ts strict readiness"
"villa-gesell","/baza-znaniy/villa-gesell","100","ready","yes","none","publication-quality.ts strict readiness"
"villa-la-angostura","/baza-znaniy/villa-la-angostura","100","ready","yes","none","publication-quality.ts strict readiness"
"villa-la-punta","/baza-znaniy/villa-la-punta","100","ready","no","none","publication-quality.ts strict readiness"
"villa-mercedes-san-luis","/baza-znaniy/villa-mercedes-san-luis","100","ready","no","none","publication-quality.ts strict readiness"
"villa-nougues","/baza-znaniy/villa-nougues","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"villa-ocampo","/baza-znaniy/villa-ocampo","100","ready","no","none","publication-quality.ts strict readiness"
"villa-paranacito","/baza-znaniy/villa-paranacito","100","ready","no","none","publication-quality.ts strict readiness"
"villa-pehuenia","/baza-znaniy/villa-pehuenia","100","ready","no","none","publication-quality.ts strict readiness"
"villa-regina","/baza-znaniy/villa-regina","100","ready","no","none","publication-quality.ts strict readiness"
"villa-rio-bermejito","/baza-znaniy/villa-rio-bermejito","100","ready","no","none","publication-quality.ts strict readiness"
"villa-traful","/baza-znaniy/villa-traful","100","ready","no","none","publication-quality.ts strict readiness"
"villavicencio","/baza-znaniy/villavicencio","100","ready","yes","none","publication-quality.ts strict readiness"
"vinnyy-marshrut","/baza-znaniy/vinnyy-marshrut","100","ready","no","none","publication-quality.ts strict readiness"
"vino-argentiny","/baza-znaniy/vino-argentiny","100","ready","no","none","publication-quality.ts strict readiness"
"vinos-de-san-juan","/baza-znaniy/vinos-de-san-juan","100","ready","no","none","publication-quality.ts strict readiness"
"vinos-de-tolombon","/baza-znaniy/vinos-de-tolombon","100","ready","no","none","publication-quality.ts strict readiness"
"vinos-del-valle-patagonico","/baza-znaniy/vinos-del-valle-patagonico","100","ready","no","none","publication-quality.ts strict readiness"
"viza-cifrovogo-kochevnika","/baza-znaniy/viza-cifrovogo-kochevnika","100","ready","no","none","publication-quality.ts strict readiness"
"viza-cifrovogo-kochevnika-chto-daet","/baza-znaniy/viza-cifrovogo-kochevnika-chto-daet","100","ready","yes","none","publication-quality.ts strict readiness"
"viza-i-granica-dlya-rossiyan","/baza-znaniy/viza-i-granica-dlya-rossiyan","100","ready","yes","none","publication-quality.ts strict readiness"
"viza-kochevnika-ne-vnzh","/baza-znaniy/viza-kochevnika-ne-vnzh","100","ready","no","none","publication-quality.ts strict readiness"
"viza-rf-v-argentinu","/baza-znaniy/viza-rf-v-argentinu","100","ready","yes","none","publication-quality.ts strict readiness"
"viza-v-braziliyu-dlya-iguasu","/baza-znaniy/viza-v-braziliyu-dlya-iguasu","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"vnutrennie-aviabilety","/baza-znaniy/vnutrennie-aviabilety","100","ready","yes","none","publication-quality.ts strict readiness"
"vnzh-argentina","/baza-znaniy/vnzh-argentina","100","ready","yes","none","publication-quality.ts strict readiness"
"vnzh-po-uchebe","/baza-znaniy/vnzh-po-uchebe","100","ready","no","none","publication-quality.ts strict readiness"
"vnzh-rantye","/baza-znaniy/vnzh-rantye","100","ready","no","none","publication-quality.ts strict readiness"
"vo-skolko-uzhinayut-v-argentine","/baza-znaniy/vo-skolko-uzhinayut-v-argentine","100","ready","yes","none","publication-quality.ts strict readiness"
"voditelskie-prava","/baza-znaniy/voditelskie-prava","100","ready","no","none","publication-quality.ts strict readiness"
"voinskij-uchet-i-voennyj-bilet","/baza-znaniy/voinskij-uchet-i-voennyj-bilet","100","ready","yes","none","publication-quality.ts strict readiness"
"volcan-lanin","/baza-znaniy/volcan-lanin","100","ready","no","none","publication-quality.ts strict readiness"
"volcan-malacara","/baza-znaniy/volcan-malacara","100","ready","no","none","publication-quality.ts strict readiness"
"vossoedinenie-semi","/baza-znaniy/vossoedinenie-semi","100","ready","no","none","publication-quality.ts strict readiness"
"vysokogorye-na-avto","/baza-znaniy/vysokogorye-na-avto","100","ready","yes","none","publication-quality.ts strict readiness"
"yapeyu","/baza-znaniy/yapeyu","100","ready","no","none","publication-quality.ts strict readiness"
"yungas-tucumanas","/baza-znaniy/yungas-tucumanas","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"zashchita-nakoplenij-ot-inflyacii","/baza-znaniy/zashchita-nakoplenij-ot-inflyacii","60","review","no","sensitive_provenance_not_ready","publication-quality.ts strict readiness"
"zemletryaseniya-i-vulkany","/baza-znaniy/zemletryaseniya-i-vulkany","100","ready","no","none","publication-quality.ts strict readiness"
"zhile-dlya-turistov","/baza-znaniy/zhile-dlya-turistov","100","ready","yes","none","publication-quality.ts strict readiness"
"zhile-i-arenda","/baza-znaniy/zhile-i-arenda","100","ready","yes","none","publication-quality.ts strict readiness"
"zhizn-bez-ispanskogo","/baza-znaniy/zhizn-bez-ispanskogo","100","ready","no","none","publication-quality.ts strict readiness"
"zhizn-na-pensii","/baza-znaniy/zhizn-na-pensii","100","ready","yes","none","publication-quality.ts strict readiness"
